Veiculo_Titulo,Veiculo_Link_Lote,Veiculo_Imagem,Veiculo_Patio_UF,Veiculo_Ano_Fabricacao,Veiculo_KM,Veiculo_Valor_Lance_Atual,Veiculo_Situacao,Veiculo_Data_Leilao,Veiculo_Tipo_Combustivel,Veiculo_Cor,Veiculo_Possui_Chave,Veiculo_Tipo_Retomada,Veiculo_Tipo,Veiculo_Valor_Fipe,Veiculo_Fabricante,Veiculo_Modelo,Veiculo_Patio_UF_Localizacao
VOLKSWAGEN/GOL CITY MB (2P/4P),https://leilo.com.br/leilao/sao-carlos-sao-paulo/carros/volkswagen/gol-city-mb-(2p%2F4p)/ano.2015/5fd619fb-058f-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751629533374_8661235e-8a86-4032-ac02-6358fbb07b40_pequena_leilo.webp,SP,2014,235.489,"R$ 17.000,00",Leilão ao vivo em: 2 dias 6h25m30s,07/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,"32.068,00",N/A,N/A,PATIO SAO CARLOS-SP (SÃO CARLOS/SP)
NISSAN/VERSA ADVANCE (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/nissan/versa-advance-(4p)/ano.2022/323ac51e-3a62-11f0-9677-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651101100_46349009-56dd-46ca-80d3-c714fdf9f975_pequena_leilo.webp,GO,2021,128.601,"R$ 47.300,00",Leilão ao vivo em: 3 dias 1h32m30s,08/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,"85.895,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/FOX CONNECT MB (4P/2P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/fox-connect-mb-(4p%2F2p)/ano.2022/f37da528-0a41-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751665145473_219ed0be-18e9-400f-a854-8f4a620f9eb3_pequena_leilo.webp,GO,2021,64.661,"R$ 35.900,00",Leilão ao vivo em: 3 dias 1h32m59s,08/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,"65.180,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
HYUNDAI/HB20S VISION,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/hyundai/hb20s-vision/ano.2021/aeb6c3ca-ed2c-11ee-a5fb-02420a0000e9,https://leilo.com.br/lote/fotos-modelo/carro.jpg,GO,2020,72.791,"R$ 35.900,00",Leilão ao vivo em: 3 dias 1h33m29s,08/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,"65.265,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
FIAT/STRADA FREEDOM CABINE DUPLA,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/strada-freedom-cabine-dupla/ano.2019/b779573d-0434-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651070594_303ad296-16d9-414c-bcf3-f3eb93c3d23d_pequena_leilo.webp,GO,2018,90.489,"R$ 41.800,00",Leilão ao vivo em: 3 dias 1h33m58s,08/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,"75.059,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
FORD/KA HATCH SE 1.0 C (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/ka-hatch-se-1.0-c-(4p)/ano.2019/d4dda716-16c7-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651041938_5795aa53-f88a-4660-a801-abf7befccdb6_pequena_leilo.webp,GO,2018,182.651,"R$ 24.700,00",Leilão ao vivo em: 3 dias 1h34m27s,08/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,"44.905,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
FIAT/STRADA ADVENTURE CABINE DUPLA,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/strada-adventure-cabine-dupla/ano.2018/91137960-13a8-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751665113458_759200da-6a36-4861-942c-539ca4b06f4c_pequena_leilo.webp,GO,2017,176.455,"R$ 40.300,00",Leilão ao vivo em: 3 dias 1h35m57s,08/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,"73.145,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/VOYAGE 1.0 (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/voyage-1.0-(4p)/ano.2013/0327db36-5043-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,GO,2012,218.079,"R$ 18.500,00",Leilão: Leilão: 08/07/2025 Ter • 12:30,08/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,"33.491,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
NISSAN/SENTRA S FLEX (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/nissan/sentra-s-flex-(4p)/ano.2012/29a42f02-ed69-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651190919_213d22ae-107a-40bd-b928-52cdee3b2e85_pequena_leilo.webp,GO,2011,155.093,"R$ 19.600,00",Leilão ao vivo em: 3 dias 1h36m56s,08/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,"35.573,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
CHEVROLET/C10,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/c10/ano.1976/e0180765-574e-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751639040670_babfb45a-95d2-402d-922a-99d87626bb46_pequena_leilo.webp,GO,1976,56.078,"R$ 23.600,00",Leilão ao vivo em: 3 dias 1h37m25s,08/07/2025,Gasolina,Preta,Sim,LEILOSHOP,Carros,N/A,N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
CHEVROLET/ONIX PLUS 10TAT LTZ,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix-plus-10tat-ltz/ano.2024/01b01296-4e08-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543581584_1a2be70e-392f-4a68-a4d6-3899d93849f7_pequena_leilo.webp,GO,2023,24.328,"R$ 64.600,00",Leilão ao vivo em: 3 dias 1h37m55s,08/07/2025,Flex,Prata,Sim,LEILOSHOP,Carros,"93.754,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/JETTA TSI HIGHLINE (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/jetta-tsi-highline-(4p)/ano.2014/0f273adc-e870-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751665082393_0f634bce-cbf3-440a-abdf-0c20b3af7ccc_pequena_leilo.webp,GO,2014,150.030,"R$ 40.100,00",Leilão ao vivo em: 3 dias 1h38m25s,08/07/2025,Gasolina,Preta,Sim,Recuperado de Financiamento,Carros,"72.773,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
FIAT/TITANO RANCH,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/titano-ranch/ano.2025/7b22d157-357a-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751463450724_95a614eb-6c4f-44a6-bdf2-7f9526d2ccff_pequena_leilo.webp,GO,2024,129,"R$ 157.000,00",Leilão ao vivo em: 3 dias 1h38m54s,08/07/2025,Diesel,Preta,Sim,LEILOSHOP,Carros,"214.801,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
FIAT/PUNTO ATTRACTIVE (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/punto-attractive-(4p)/ano.2011/224b0948-4c3a-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651461374_f85072cf-acce-42c4-8ef2-0240449f3f00_pequena_leilo.webp,GO,2011,171.809,"R$ 17.100,00",Leilão ao vivo em: 3 dias 1h39m24s,08/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,"31.013,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
RENAULT/KWID INTENSE (4P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/renault/kwid-intense-(4p)/ano.2020/96581e56-56a2-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751571272507_59d87453-7363-4207-a3d9-ae9979d1b01d_pequena_leilo.webp,DF,2019,69.801,"R$ 22.000,00",Leilão ao vivo em: 3 dias 1h40m23s,08/07/2025,Flex,Branca,Sim,LEILOSHOP,Carros,"39.965,00",N/A,N/A,BRASILIA-DF (TAGUATINGA/DF)
HYUNDAI/HB20 COMFORTLINE (4P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/hyundai/hb20-comfortline-(4p)/ano.2016/3575cc6b-5422-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543584246_f2d3cc04-829f-4adc-abf9-6fb759aa9431_pequena_leilo.webp,DF,2016,178.504,"R$ 30.500,00",Leilão ao vivo em: 3 dias 1h40m53s,08/07/2025,Flex,Marrom,Sim,LEILOSHOP,Carros,"55.316,00",N/A,N/A,BRASILIA-DF (TAGUATINGA/DF)
HYUNDAI/HB20 1.0TA COMFORT (4P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/hyundai/hb20-1.0ta-comfort-(4p)/ano.2024/563c2a5b-5772-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751653419249_af75b823-0aa5-457c-88cf-a73c98b106c5_pequena_leilo.webp,DF,2023,22.254,"R$ 55.500,00",Leilão ao vivo em: 3 dias 1h41m11s,08/07/2025,Flex,Cinza,Sim,LEILOSHOP,Carros,"87.275,00",N/A,N/A,BRASILIA-DF (TAGUATINGA/DF)
VOLKSWAGEN/GOL MC4 (4P/2P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2019/7f22bb41-f690-11ef-9028-02420a000044,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651250488_24c12340-4bd5-46e9-a656-4e916b0ddab8_pequena_leilo.webp,GO,2018,100.873,"R$ 23.900,00",Leilão ao vivo em: 3 dias 1h42m11s,08/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,"43.351,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
JEEP/COMPASS TRAILHAWK DIESEL,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/jeep/compass-trailhawk-diesel/ano.2018/ee301836-55eb-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543522128_4fcf4045-9621-467b-b91c-d1d425ae1e67_pequena_leilo.webp,GO,2018,77.297,"R$ 63.000,00",Leilão ao vivo em: 3 dias 1h42m40s,08/07/2025,Diesel,Preta,Sim,LEILOSHOP,Carros,"110.869,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
RENAULT/SANDERO EXPRESSION 1.0 16V (2P/4P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/renault/sandero-expression-1.0-16v-(2p%2F4p)/ano.2014/d187bbca-5686-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751571304387_f5cea6de-8741-4f47-86f2-075af9cb29ab_pequena_leilo.webp,DF,2013,N/A,"R$ 14.000,00",Leilão ao vivo em: 3 dias 1h43m10s,08/07/2025,Flex,Prata,Sim,LEILOSHOP,Carros,"32.122,00",N/A,N/A,BRASILIA-DF (TAGUATINGA/DF)
CITROEN/PICASSO II16GLXF,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/citroen/picasso-ii16glxf/ano.2011/aa71bda4-52b3-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543550967_aa2d3342-e7ec-449d-803c-27da456a485c_pequena_leilo.webp,GO,N/A,N/A,"R$ 8.400,00",Leilão ao vivo em: 3 dias 1h43m40s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/SPIN 18L AT PREMIER,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/chevrolet/spin-18l-at-premier/ano.2024/39ef6efa-55a8-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751571242467_45e0a994-1d2b-4155-ae8e-812d0153cb53_pequena_leilo.webp,DF,2023,54.662,"R$ 65.000,00",Leilão ao vivo em: 3 dias 1h44m9s,08/07/2025,Flex,Branca,Sim,LEILOSHOP,Carros,"108.404,00",N/A,N/A,BRASILIA-DF (TAGUATINGA/DF)
CHEVROLET/TRAILBLAZER PREMIER D4A,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/chevrolet/trailblazer-premier-d4a/ano.2022/139e4533-5772-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751571272874_9bca0149-dea8-4572-a5e0-c7d724185484_pequena_leilo.webp,DF,2021,53.658,"R$ 125.000,00",Leilão ao vivo em: 3 dias 1h44m39s,08/07/2025,Diesel,Branca,Sim,LEILOSHOP,Carros,"223.299,00",N/A,N/A,BRASILIA-DF (TAGUATINGA/DF)
VOLKSWAGEN/UP TAKE MCV (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/up-take-mcv-(2p%2F4p)/ano.2018/46883ded-80ff-11ef-a1ff-02420a0000dd,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651432345_591a199c-b5c3-410d-be5f-1b8ef72b205b_pequena_leilo.webp,GO,2017,163.328,"R$ 25.100,00",Leilão ao vivo em: 3 dias 1h45m8s,08/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,"45.539,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/NOVO GOL TRENDLINE MBV (4P/2P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/novo-gol-trendline-mbv-(4p%2F2p)/ano.2017/3630d0eb-7f4f-11ef-a1ff-02420a0000dd,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651282748_6b5ae6f1-8312-4fb5-9e23-2fa2a1e20767_pequena_leilo.webp,GO,2016,272.279,"R$ 24.100,00",Leilão ao vivo em: 3 dias 1h45m38s,08/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,"43.637,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
RENAULT/KANGOO MAX ZEL,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/renault/kangoo-max-zel/ano.2020/079b4b60-4b88-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751653500752_a991c7ff-dd1a-420e-8e1f-9485d8ae3db3_pequena_leilo.webp,DF,2019,46.944,"R$ 57.500,00",Leilão ao vivo em: 3 dias 1h46m7s,08/07/2025,ELETRICO_FONTE_INT,Branca,Sim,LEILOSHOP,Carros,N/A,N/A,N/A,BRASILIA-DF (TAGUATINGA/DF)
VOLKSWAGEN/BEETLE,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/beetle/ano.2010/bac26848-4542-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751653442470_49369034-2e71-4a19-9713-a6a162e84c39_pequena_leilo.webp,GO,2009,76.264,"R$ 29.600,00",Leilão ao vivo em: 3 dias 1h47m7s,08/07/2025,Gasolina,Azul,Sim,LEILOSHOP,Carros,"55.051,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
FORD/FIESTA (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-(4p)/ano.2006/d923850c-3587-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651310943_d4b44424-5ac4-4353-a95f-6483b88e5746_pequena_leilo.webp,GO,2006,N/A,"R$ 8.300,00",Leilão ao vivo em: 3 dias 1h47m36s,08/07/2025,Gasolina,Preta,Sim,Recuperado de Financiamento,Carros,"15.046,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2006/a4aa8148-3fae-11ef-9bb1-02420a00002f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651400680_17c811f8-f580-4b49-a9b0-ae07604131f5_pequena_leilo.webp,GO,2005,161.151,"R$ 8.800,00",Leilão ao vivo em: 3 dias 1h48m6s,08/07/2025,Flex,Prata,Não,Recuperado de Financiamento,Carros,"11.589,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/FOX COMFORTLINE MBV (4P/2P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/fox-comfortline-mbv-(4p%2F2p)/ano.2017/5d0dbeac-3b25-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651341377_2056f81a-8867-4dcf-807c-31f0b74ec930_pequena_leilo.webp,GO,2016,110.001,"R$ 27.800,00",Leilão ao vivo em: 3 dias 1h48m36s,08/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,"51.526,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
RENAULT/SANDERO EXPRESSION (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/renault/sandero-expression-(2p%2F4p)/ano.2015/1b0d12ba-da5b-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651371748_09cec40f-cd6d-4210-a3d3-d704bc3249f0_pequena_leilo.webp,GO,2015,84.384,"R$ 20.100,00",Leilão ao vivo em: 3 dias 1h49m5s,08/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,"33.537,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
FIAT/PALIO FIRE WAY (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/palio-fire-way-(4p)/ano.2015/f9a95a0f-ae56-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651401800_079aee6b-0760-447c-bfdd-117422bd3c8a_pequena_leilo.webp,GO,2014,200.022,"R$ 17.000,00",Leilão ao vivo em: 3 dias 1h50m5s,08/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,"30.840,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
FIAT/CRONOS DRIVE,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/cronos-drive/ano.2023/14ff79be-3faa-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751664991499_40ff4b3d-43b0-432c-9486-704016ab5a5f_pequena_leilo.webp,GO,2023,31.207,"R$ 38.000,00",Leilão ao vivo em: 3 dias 1h50m34s,08/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,"68.916,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
CHEVROLET/ONIX LTZ 1.4 AUTOMATICO (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix--ltz-1.4-automatico-(4p)/ano.2015/dce5adaf-1f76-11f0-abeb-02420a0000a3,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651520444_16716f17-0b76-4bc4-b84a-9b871f792d51_pequena_leilo.webp,GO,2014,118.856,"R$ 29.700,00",Leilão ao vivo em: 3 dias 1h51m34s,08/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,"54.935,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/NOVA SAVEIRO CABINE ESTENDIDA (2P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/nova-saveiro-cabine-estendida-(2p)/ano.2014/da9dbc02-463b-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651550491_9f4a60fb-f9ea-4fee-b23a-0b60be3dea7e_pequena_leilo.webp,GO,2013,143.586,"R$ 27.400,00",Leilão ao vivo em: 3 dias 1h52m3s,08/07/2025,Flex,Prata,Não,Recuperado de Financiamento,Carros,"47.493,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/JETTA TSI HIGHLINE (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/jetta-tsi-highline-(4p)/ano.2013/9e8f1c33-49b4-11ef-9ceb-02420a000023,https://leilo.com.br/lote/fotos-modelo/carro.jpg,GO,N/A,N/A,"R$ 38.500,00",Leilão: Leilão: 08/07/2025 Ter • 12:30,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MERCEDES-BENZ/CLA-45 AMG 4MATIC (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/mercedes-benz/cla-45-amg-4matic-(4p)/ano.2017/39222ccb-5038-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751653476844_5eaae286-cd78-43af-82e5-7f3f424f2c8d_pequena_leilo.webp,GO,2016,115.131,"R$ 147.000,00",Leilão ao vivo em: 3 dias 1h53m2s,08/07/2025,Gasolina,Prata,Sim,LEILOSHOP,Carros,"234.378,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/GOL SPECIAL MB (2P/4P),https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/volkswagen/gol-special-mb-(2p%2F4p)/ano.2016/cf971169-55e0-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,MT,2016,220.895,"R$ 22.300,00",Leilão ao vivo em: 3 dias 1h53m32s,08/07/2025,Flex,Branca,Sim,LEILOSHOP,Carros,"40.431,00",N/A,N/A,CUIABA-MT (CUIABÁ/MT)
BMW/X5 FB51,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/bmw/x5-fb51/ano.2006/0ff44fe3-52b5-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,DF,2006,147.568,"R$ 33.500,00",Leilão: Leilão: 08/07/2025 Ter • 12:30,08/07/2025,Gasolina,Preta,Sim,LEILOSHOP,Carros,"60.812,00",N/A,N/A,BRASILIA-DF (TAGUATINGA/DF)
VOLKSWAGEN/GOL TRENDLINE MC (4P/2P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/gol-trendline-mc-(4p%2F2p)/ano.2015/a4e56b71-3fad-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751652000799_f4df9afc-e4ef-43a0-997e-9664e54f25df_pequena_leilo.webp,GO,2014,160.034,"R$ 22.600,00",Leilão ao vivo em: 3 dias 1h54m31s,08/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,"41.055,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
PEUGEOT/207 PASSION XR (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/peugeot/207-passion-xr-(4p)/ano.2012/93de9771-e8a2-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751652060856_6677f47d-b76d-4bfc-bbac-9a0eb38fdc2f_pequena_leilo.webp,GO,2011,149.832,"R$ 11.300,00",Leilão ao vivo em: 3 dias 1h55m0s,08/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,"20.449,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
HONDA/CIVIC LXL FLEX (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/honda/civic-lxl-flex-(4p)/ano.2011/884a5647-4c4d-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751652240415_c498606d-3cca-4291-a00b-c191284a07e4_pequena_leilo.webp,GO,2010,165.826,"R$ 28.100,00",Leilão ao vivo em: 3 dias 1h55m30s,08/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,"51.037,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/FOX GII 1.6 (4P/2P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/fox-gii-1.6-(4p%2F2p)/ano.2014/c764b77c-3fd2-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751652092654_b534eee4-05d4-4b6a-b157-67e2312cb914_pequena_leilo.webp,GO,2013,139.781,"R$ 22.300,00",Leilão ao vivo em: 3 dias 1h55m60s,08/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,"40.527,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/POLO (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/polo-(4p)/ano.2014/3923834b-efae-11ef-bd15-02420a00000b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,GO,2013,206.303,"R$ 24.100,00",Leilão: Leilão: 08/07/2025 Ter • 12:30,08/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,"43.639,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
VOLKSWAGEN/TIGUAN TSI,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/tiguan-tsi/ano.2011/63acf323-40a0-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751652121791_d3a9622d-04c8-452f-a0ba-827e03922916_pequena_leilo.webp,GO,2011,148.523,"R$ 29.900,00",Leilão ao vivo em: 3 dias 1h56m59s,08/07/2025,Gasolina,Azul,Sim,Recuperado de Financiamento,Carros,"54.810,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
FIAT/STRADA FIRE FLEX,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/strada-fire-flex/ano.2008/7bbf843b-4175-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751652210824_c35c23fc-6210-4d48-b5f2-2347d702fdfa_pequena_leilo.webp,GO,2007,274.636,"R$ 16.200,00",Leilão ao vivo em: 3 dias 1h57m28s,08/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,"29.335,00",N/A,N/A,PATIO CENTRAL-GO (APARECIDA DE GOIÂNIA/GO)
