veiculo_titulo,veiculo_link_lote,veiculo_imagem,veiculo_patio_uf,veiculo_ano_fabricacao,veiculo_km,veiculo_valor_lance_atual,veiculo_situacao,veiculo_data_leilao,veiculo_tipo_combustivel,veiculo_cor,veiculo_possui_chave,veiculo_tipo_retomada,veiculo_tipo,veiculo_valor_fipe,veiculo_fabricante,veiculo_modelo,veiculo_patio_uf_localizacao
CHEVROLET/CORSA HATCH MAXX (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/corsa-hatch-maxx-(2p%2F4p)/ano.2012/9e1cda16-3d97-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752171786321_1ef641a1-206c-43c2-b722-ac26f10bdcec_pequena_leilo.webp,CE,2012,N/A,9000.00,Leilão ao vivo em: 4 dias 18h20m15s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,CHEVROLET,CORSA HATCH MAXX (2P/4P),N/A
NISSAN/KICKS S DIRECT CVT,https://leilo.com.br/leilao/eusebio-ceara/carros/nissan/kicks-s-direct-cvt/ano.2020/3a174469-4ea9-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752171780854_aa0cbccf-61a0-4c87-8899-430af868984e_pequena_leilo.webp,CE,2020,51.804 km,23900.00,Leilão ao vivo em: 4 dias 18h20m44s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,NISSAN,KICKS S DIRECT CVT,N/A
TOYOTA/HILUX SWDMDA4JD,https://leilo.com.br/leilao/eusebio-ceara/carros/toyota/hilux-swdmda4jd/ano.2020/f67c4348-0107-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2019,139.851 km,79400.00,Leilão: Leilão: 15/07/2025 Ter • 17:00,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,TOYOTA,HILUX SWDMDA4JD,N/A
VOLKSWAGEN/T CROSS COMFORTLINE AD,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/t-cross-comfortline-ad/ano.2022/a7adfe1e-2c4f-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2021,54.691 km,32000.00,Leilão: Leilão: 15/07/2025 Ter • 17:00,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,VOLKSWAGEN,T CROSS COMFORTLINE AD,N/A
HONDA/CITY DX FLEX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/honda/city-dx-flex-(4p)/ano.2011/2cf785d1-35bd-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752171813261_432910c9-f480-42a2-b00a-4b9dd69c62be_pequena_leilo.webp,CE,2010,341.661 km,12600.00,Leilão ao vivo em: 4 dias 18h22m10s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,HONDA,CITY DX FLEX (4P),N/A
FORD/FIESTA SEDAN 1.6 FLEX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2014/52819da5-0c03-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2013,N/A,10700.00,Leilão: Leilão: 15/07/2025 Ter • 17:00,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,FORD,FIESTA SEDAN 1.6 FLEX (4P),N/A
MERCEDES-BENZ/C180FF,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/mercedes-benz/c180ff/ano.2020/0ff80273-87e2-11ef-9045-02420a000083,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157320775_8f133944-f86b-4116-8fa1-b4b5cb43107e_pequena_leilo.webp,GO,2020,N/A,46700.00,Leilão ao vivo em: 4 dias 18h24m38s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,MERCEDES-BENZ,C180FF,N/A
FIAT/SIENA FIRE FLEX (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/siena-fire-flex-(2p%2F4p)/ano.2010/c9958f19-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157324653_bc4973ea-d12c-4b59-83db-f19000b1ee0b_pequena_leilo.webp,GO,2009,216.554 km,7300.00,Leilão ao vivo em: 4 dias 18h25m7s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,FIAT,SIENA FIRE FLEX (2P/4P),N/A
BYD/DOLPHIN MINI GS EV (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/byd/dolphin-mini-gs-ev-(4p)/ano.2025/83c5324a-d279-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752156963496_fecce718-0466-4735-864f-2453c38b6ec6_pequena_leilo.webp,AM,2024,N/A,32500.00,Leilão ao vivo em: 4 dias 18h25m37s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,BYD,DOLPHIN MINI GS EV (4P),N/A
FIAT/UNO VIVACE 1.0 (2P/4P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/fiat/uno-vivace-1.0-(2p%2F4p)/ano.2011/4da2e078-a5eb-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157027905_66b53941-fd90-4424-a23f-c0bdb2ed8145_pequena_leilo.webp,DF,2010,190.740 km,7700.00,Leilão ao vivo em: 4 dias 18h26m59s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,FIAT,UNO VIVACE 1.0 (2P/4P),N/A
PEUGEOT/207 PASSION XS (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/peugeot/207-passion-xs-(4p)/ano.2013/726284c3-deff-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157326120_e10afc7f-8c4f-4fdc-a367-737897df89b6_pequena_leilo.webp,GO,2012,131.541 km,7800.00,Leilão ao vivo em: 4 dias 18h27m28s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,PEUGEOT,207 PASSION XS (4P),N/A
FORD/FIESTA FLEX (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-flex-(4p)/ano.2010/e0db7677-cdd2-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157294154_dea90c98-be86-4075-b24e-05aeda55d006_pequena_leilo.webp,GO,2010,N/A,6700.00,Leilão ao vivo em: 4 dias 18h27m58s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,FORD,FIESTA FLEX (4P),N/A
BYD/DOLPHIN GS 180EV (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/byd/dolphin-gs-180ev-(4p)/ano.2024/ebf93e0f-bdfe-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157203851_1adf1ea3-6082-4eea-b09e-e37afd17d817_pequena_leilo.webp,AM,2023,25.811 km,38200.00,Leilão ao vivo em: 4 dias 18h28m57s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,BYD,DOLPHIN GS 180EV (4P),N/A
MERCEDES-BENZ/C-180 CGI (4P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/mercedes-benz/c-180-cgi-(4p)/ano.2012/10fe54e1-f8f1-11ee-b80e-02420a000059,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157237424_e766095e-6c4b-4e1b-9ba4-8bc3dd7acc5c_pequena_leilo.webp,DF,2012,207.979 km,19600.00,Leilão ao vivo em: 4 dias 18h29m27s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,MERCEDES-BENZ,C-180 CGI (4P),N/A
PEUGEOT/207 PASSION XR (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/peugeot/207-passion-xr-(4p)/ano.2012/a6620236-e339-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157951467_04aadf1b-2a32-4759-b1d2-cf6a64bf5deb_pequena_leilo.webp,GO,2011,201.105 km,6200.00,Leilão ao vivo em: 4 dias 18h29m57s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,PEUGEOT,207 PASSION XR (4P),N/A
VOLKSWAGEN/AMAROK CABINE DUPLA HIGHLINE,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/amarok-cabine-dupla-highline/ano.2019/fd7e7e63-f5c7-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157238105_7cdfd368-76f7-41e5-a839-53f596b89356_pequena_leilo.webp,GO,2019,N/A,42100.00,Leilão ao vivo em: 4 dias 18h30m26s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,VOLKSWAGEN,AMAROK CABINE DUPLA HIGHLINE,N/A
CHEVROLET/S10 LS DD4 CABINE DUPLA,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/chevrolet/s10-ls-dd4-cabine-dupla/ano.2022/d04a1064-d341-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157144847_eb7785cc-a103-4a04-b943-deaf4fc8b6fa_pequena_leilo.webp,DF,2021,23.607 km,41100.00,Leilão ao vivo em: 4 dias 18h30m56s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,CHEVROLET,S10 LS DD4 CABINE DUPLA,N/A
VOLKSWAGEN/AMAROK V6 HIGHLINE AD4,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/amarok-v6-highline-ad4/ano.2021/1fbe0f32-1162-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157236928_4650b488-21f9-4e3f-8822-73be0bde8e1c_pequena_leilo.webp,GO,2021,N/A,50500.00,Leilão ao vivo em: 4 dias 18h31m26s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,VOLKSWAGEN,AMAROK V6 HIGHLINE AD4,N/A
CHEVROLET/SONIC LTZ NB AT (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/sonic-ltz-nb-at-(4p)/ano.2012/bf4fcad2-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/10/1752157232480_4d3c942c-62c2-4d9b-ad14-da5a63e7cbb6_pequena_leilo.webp,GO,2012,145.964 km,10400.00,Leilão ao vivo em: 4 dias 18h31m55s,15/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,CHEVROLET,SONIC LTZ NB AT (4P),N/A
